Gene Name,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
CCNA_03715,20.28692319,20.23607961,20.37124489,20.08329752,20.39853495,20.34256086
CCNA_03733,18.89726052,18.51676188,19.20724316,18.54494934,19.01028769,18.52936192
CCNA_03082,19.22411476,18.79648962,18.88327571,19.1822634,19.44354255,19.11204746
CCNA_03672,23.2016938,22.99482989,24.0248752,23.70651372,23.85233824,23.64559423
CCNA_03152,16.56367296,16.2909548,16.55722435,16.62684976,16.85452753,16.77738375
ccmA,16.16841749,15.99194251,15.73793388,15.77452971,15.91265548,15.48031688
CCNA_03788,19.15533708,18.85544034,18.93603401,18.76836527,18.90133243,18.61255898
CCNA_03538,16.22791672,15.94980392,15.68206188,16.33339997,16.32440911,16.37863354
CCNA_03617,21.47486647,21.2628725,21.38911033,21.53701549,21.79197523,21.84793056
murU,19.15484283,19.03017677,19.73112012,19.27202829,19.29761936,19.49814021
CCNA_03678,16.57655816,16.27516059,16.39611974,16.33436059,16.42569126,16.21378773
CCNA_03730,15.18592073,15.17109859,15.8118513,15.28475182,15.59519919,15.97116181
CCNA_03897,22.47080184,21.87844912,22.4933346,21.81170551,21.90359945,21.21554959
CCNA_03941,18.92120172,18.48447678,18.85096205,18.63005378,18.81934337,18.4768253
bioF,17.73568823,17.31504339,16.41949939,17.71859977,17.96826179,17.95247963
coaD,18.76321885,18.26182865,18.08150424,19.02912543,19.3614041,19.07804133
hisE,20.05920185,19.84340585,20.10827431,19.54470413,19.6032605,19.59526841
rsmG,18.1885309,17.73905539,17.66504439,17.84512247,18.06565805,17.78762203
ndk,22.22875999,21.89226561,23.07054682,21.8428383,22.09064873,21.86283559
aroQ,19.0466551,19.1155568,18.88836869,18.8500464,19.0203886,19.04833254
nuoB,21.95073671,21.75853392,21.40649776,21.19826517,21.30791453,21.02479068
rpsT,22.447962,22.21433454,21.52410933,21.73603521,21.6756866,21.63418179
msrB,17.87008773,17.72926226,18.61028954,17.78155182,18.14429975,18.23743406
truA,17.160935,16.97656412,16.96160796,16.80183464,16.88762522,16.70252444
plsY,19.4116889,19.02669633,17.65689965,18.45426716,18.59017767,18.22938213
hisI,17.67686615,17.64279914,18.25663256,17.8058698,18.04819948,18.04126343
lgt,19.06431649,18.63371188,17.83904382,18.53693015,18.64170604,18.24711161
dksA,21.98356704,21.64724233,22.08488752,22.22796724,22.56569713,22.35213182
rpmB,22.03768234,21.75327878,21.19442263,21.49940603,21.5631851,21.22140303
dhmA,16.42932501,16.39543372,17.01508832,16.64905966,16.77030255,16.73158421
rpsL,22.2705919,22.00446326,21.33281674,21.58315991,21.57274463,21.31412516
ruvB,15.05515531,16.10295989,14.99497211,15.59592761,16.36172108,18.06586838
rplF,21.72816632,21.62506668,21.01984588,21.41390059,21.56504628,21.1479303
rplR,22.37116511,21.99913845,21.60385812,21.70615535,21.73198188,21.42664969
CCNA_03506,17.78033471,17.52213706,18.169377,18.12303015,18.37164904,18.33533801
CCNA_00218,19.40135038,19.16803057,19.06993745,18.83179586,19.07710256,19.14758257
mopB,15.17578343,14.99254009,15.22633693,15.09609743,15.35882287,15.28670214
CCNA_00394,17.03058093,16.97779419,17.58541738,17.39330666,17.63261187,17.80208717
CCNA_00435,19.94420875,20.04393509,19.22366708,19.24690293,19.47939346,20.13696108
hfsJ,16.22230436,15.5913178,15.01100881,15.39683888,15.5532993,15.18855021
CCNA_00557,16.72467372,16.38024121,16.28928046,16.56121335,16.68660995,16.65032253
CCNA_00596,15.76175898,15.25856603,14.70054809,14.84588203,15.08965737,14.48413058
CCNA_00623,14.10386149,14.36379255,14.00956622,14.16317792,14.32340666,14.32874504
CCNA_00331,15.40730096,15.20865351,15.17430154,14.91965479,15.26923628,15.30716523
CCNA_00691,19.33610116,19.21107552,19.84314511,19.36230344,19.49022805,19.42673158
CCNA_00390,15.83056472,16.12068338,14.57819576,15.31981322,15.59720874,17.1944106
CCNA_00410,16.53885579,16.28960468,16.37643067,16.09401581,16.30841014,16.36428858
CCNA_00775,16.28086137,15.95624001,16.68729366,16.65270495,16.7004939,16.78991566
CCNA_00426,14.53065018,14.21447091,14.54912284,14.20273604,14.53642936,14.06524782
cheYI,20.94835012,20.70117107,21.32119044,20.67400601,20.83414387,21.03778287
CCNA_00928,15.22034054,14.82565447,14.6343573,15.21006248,15.45782973,15.53715772
mucR1,20.71204666,20.32091511,20.18192384,19.65412203,20.022422,20.07574549
CCNA_00432,15.37272905,15.16549589,15.74299356,15.22377548,15.47297635,15.25488099
CCNA_00216,18.07723298,17.90348177,18.59178529,18.6791708,18.92006785,18.97404482
CCNA_00223,16.824387,16.61784049,16.86508078,16.48099526,16.64807666,16.74399286
cheU,15.79139185,15.77043161,16.26806677,16.01275546,16.27394126,16.39310551
CCNA_01080,16.96646039,16.824014,16.99523717,17.14519581,17.32518246,17.15184899
CCNA_00510,16.80511407,16.70238916,17.52451111,16.95287772,17.27703308,17.23752742
rplU,23.66503138,23.49606868,22.867462,23.02375909,23.09735191,22.68521589
CCNA_00412,16.15234427,15.93806337,16.15864913,16.57055247,16.87867362,16.65340492
cleA,17.94860678,17.67968626,18.48773799,18.03106577,18.2777596,18.26352596
CCNA_00924,16.57607094,16.19604495,16.5793012,16.45752517,16.77545596,16.30072792
CCNA_00501,17.95350306,17.76700762,17.54268428,17.35337085,17.48494873,17.31158868
glnC,20.06104943,19.89853054,20.11362518,19.9068906,20.12578173,20.14407565
CCNA_00170,13.89907364,15.57488913,13.64779568,13.7889222,14.2058696,17.09517035
CCNA_01277,15.17367714,14.82062774,15.22317213,14.52472535,14.66655689,14.35231935
CCNA_00605,20.08108809,20.04473563,19.41969277,19.44009864,19.3210693,19.18449281
CCNA_00616,17.81440723,17.33795285,17.70401169,17.2814773,17.43020751,17.03122735
CCNA_00207,21.15412586,21.18586026,21.62871964,22.13091112,22.32350122,22.31152217
CCNA_01016,16.28607038,16.15349266,16.10721708,16.44120969,16.54360583,16.24097762
CCNA_01372,17.01399867,17.02150055,17.73542381,17.18088041,17.51398969,17.72294091
CCNA_00276,15.01367161,14.83397716,15.21606375,15.23466777,15.18045311,14.85768947
CCNA_01392,17.5103624,16.95855272,17.0118169,17.42086487,17.54849081,17.41930186
CCNA_01076,16.39476412,16.16522107,16.23268324,15.06234133,15.15857024,15.27736006
CCNA_00857,18.91671921,18.70147569,18.51687728,18.19075065,18.28649459,17.84395784
CCNA_00895,18.11344714,17.81064694,17.97163336,19.01203522,19.1696706,19.01729234
CCNA_00345,15.45907936,15.40294543,15.59569456,15.03152891,14.99603207,15.02102333
CCNA_01157,15.22056727,15.11052409,13.54894229,15.29938691,15.40895992,15.12496942
CCNA_01163,18.7971232,18.9273208,18.70090024,17.16575103,17.25856603,20.06880976
CCNA_00826,15.07485226,14.78310055,15.67477157,15.56730253,15.89021677,15.48950305
CCNA_01198,16.68866011,16.10603124,15.78609091,16.45357609,16.57121935,16.5242203
CCNA_00906,16.16820201,16.34181414,15.68085396,16.02249786,15.9535599,17.19575667
CCNA_01505,17.96516424,17.85896445,18.56402293,18.29750741,18.63530717,18.68356351
CCNA_00962,15.47497338,15.44135561,15.66516934,15.39606956,15.67474399,15.39981196
CCNA_01229,14.75582645,13.98557514,13.66111003,15.15069929,15.1427054,14.84857404
CCNA_01235,16.40347811,16.03337998,15.98308267,15.80941645,16.1505803,15.98065282
CCNA_01271,16.37429236,15.99444183,16.34637522,15.9072193,16.17436007,15.86241943
CCNA_00497,15.92314175,15.32118824,14.45056691,15.2756153,15.39228388,15.03548645
CCNA_01600,15.45056691,15.31522034,15.52766026,15.2273151,15.56152662,15.24952089
CCNA_01605,14.7856568,14.4278366,14.97777183,15.00974116,15.04946571,14.71740868
CCNA_01038,18.41166821,17.9715211,18.94300696,18.90996924,18.96426189,19.06160324
CCNA_01058,16.59669934,16.25611653,16.43848325,14.37014248,14.23466777,14.45590511
CCNA_01407,16.67535064,16.18816382,16.1565374,16.26143385,16.49541786,16.34356744
CCNA_01108,14.51489894,14.24859472,13.91597272,14.13931152,14.33098688,14.12759137
sufE,18.29329202,18.15526295,18.97586476,18.11603931,18.32527031,18.604184
CCNA_01154,18.36118989,18.13008787,18.07905763,18.43192194,18.51318013,18.10318534
CCNA_01897,15.45895124,14.84974716,15.66938337,15.55842071,15.7417303,15.28814512
CCNA_00742,17.07827592,16.64385619,17.50641606,16.99180968,17.05991477,16.84842733
CCNA_00774,19.19236506,18.93821847,19.13936149,19.4624184,19.72062169,19.41377666
CCNA_01394,16.12375768,15.61378946,15.78930438,15.7302313,15.88786317,15.60857248
fixL,16.24713016,15.68833228,14.56182492,15.93755773,15.99141112,15.78752001
iolB,17.53768858,17.28915435,18.23397536,17.57488913,17.76991531,17.85574448
rplM,19.71983665,19.44139614,18.74757019,19.28441747,19.39936973,18.96073165
popZ,21.04926361,20.73768637,20.66553023,20.31429115,20.40852048,20.31539726
CCNA_01385,16.43272131,16.00349595,15.91218765,15.71957599,16.04420199,16.05176123
CCNA_02011,20.57052282,20.55008916,21.16551797,20.70809372,21.02276062,21.32756361
CCNA_01487,16.56730253,16.27321281,16.27266623,16.26414934,16.56069107,16.65745802
CCNA_01502,17.35190544,16.83799743,16.0813378,16.50907909,16.58669321,16.4918531
cobQ,19.57706734,19.20120022,18.66247367,19.16506401,19.40980525,19.26272343
CCNA_01650,20.44798721,20.58618741,20.78316771,20.13883674,20.34451264,20.28850114
CCNA_01657,18.31216504,18.0382117,18.24859472,18.03488492,18.29432458,18.11034057
greB,17.26901707,17.14986618,17.68208932,16.86737528,17.09547944,17.17650433
CCNA_01137,15.81217731,15.54948387,16.08882964,16.11176736,16.19123275,16.18045311
CCNA_02068,16.86338776,16.65913184,17.22872476,16.68236371,16.80145576,16.55918288
CCNA_01764,17.57141195,17.43444905,17.38549171,17.3060795,17.53943147,17.52443459
CCNA_02404,16.88464752,16.61898765,15.83848994,16.13340314,16.24607253,15.81650871
CCNA_01899,16.10983065,15.98408463,15.60087114,15.95189937,15.85720347,15.97226185
CCNA_01934,18.61299085,18.42988072,19.20669484,18.67459229,18.90153867,19.05414853
pbpY,14.79014483,14.78519701,13.97360769,13.96947646,14.35906318,14.08447624
CCNA_01376,17.48431942,16.88976537,17.35380157,17.99997799,18.28631409,17.83096078
CCNA_02489,18.25607966,18.10993265,18.6177329,18.24144323,18.49138339,18.31729778
CCNA_01978,15.92344356,15.92752336,16.21253438,16.08406094,16.18580462,16.12222135
CCNA_01386,18.97860434,18.61471703,18.78366332,18.01110711,17.9975544,17.89988792
CCNA_02219,17.57104155,17.35947505,17.41228866,16.62356718,16.85513614,16.8819026
CCNA_02249,17.06012593,16.74478129,17.35732863,16.91075983,17.12050115,16.78838698
CCNA_01462,16.06747638,15.77710117,15.49866225,15.05460432,15.3170239,14.4584707
CCNA_02578,14.91265548,14.67131991,14.96537847,14.71166697,14.96965633,14.78938081
amiC,14.87934393,14.54785851,14.8646698,13.98983796,14.2329455,13.96443112
CCNA_02115,14.24896526,14.27888499,14.55752353,13.76632185,14.05773794,14.07547915
flgI,14.14090963,13.8492096,14.42966827,14.52018895,14.70411979,14.19644844
CCNA_01568,18.04340116,17.88458791,17.64329253,17.27184597,17.26764625,17.24738981
CCNA_02099,15.38680556,15.40922518,15.197831,14.96488232,15.13069121,14.89073927
malK,15.78667803,15.43433502,15.51533025,15.70590233,15.77553312,15.42203191
rodA,16.02293126,15.57441614,14.27873983,15.38724324,15.64939653,15.37286506
spoT,13.88025314,13.90020643,12.80996905,13.24843166,13.34928123,12.41758884
CCNA_02138,16.2476865,16.00739963,15.88862435,15.08601179,15.19221575,15.31394587
hfsH,17.48973822,17.23584596,17.54026428,16.83713513,17.01443463,16.94146032
CCNA_02157,18.10497748,17.83027999,17.91116959,17.36367279,17.58717685,17.43924652
CCNA_02831,18.42885902,18.13871177,17.43306377,17.92056221,18.07446555,18.00563551
CCNA_02206,19.5504274,19.39742814,19.71746223,19.65979386,19.98704191,19.8914574
CCNA_02873,16.4597838,16.41941709,17.14469807,16.78071917,16.88667303,16.99567883
CCNA_02936,19.01525169,18.44770478,18.39074835,19.81656496,20.14904747,20.08835348
CCNA_02353,19.05653188,18.97606061,19.37426264,18.9933033,19.05653188,18.95111393
kynA,15.30228192,15.37626108,15.67190037,14.29677285,14.3582391,14.49128943
CCNA_02358,18.76509829,18.76661949,19.47751718,18.34633193,18.54747447,18.93234741
CCNA_03008,19.24386199,19.40563594,19.79144273,19.73509321,19.90787354,19.96522062
infA,21.71803947,21.49071772,21.66847645,21.05444004,21.346083,21.49301691
CCNA_01911,15.55119756,15.45936758,16.32099441,16.16315826,16.46432239,16.34436527
CCNA_02434,17.30081727,17.10339027,17.35741455,16.97354043,17.32834184,17.22769114
CCNA_01916,20.20490542,20.17169969,20.07273974,19.27694223,19.4115234,19.10554026
CCNA_02491,15.90904927,15.83752939,16.54384746,15.88705398,16.12349501,15.95751019
CCNA_02785,15.22113394,15.24599828,15.61979012,15.83683936,16.08397787,16.16896586
CCNA_02542,17.81171335,17.76136943,18.12777271,18.1360599,18.30532256,18.19469915
CCNA_02847,17.87267488,17.53609541,17.75303389,17.44677639,17.66927263,17.41319818
CCNA_02592,17.16073808,17.02863994,17.60190134,17.43526331,17.65996803,17.75388267
CCNA_02976,18.62873743,18.33446534,18.56156391,18.62855946,18.80435794,18.67655629
CCNA_03272,13.89491247,13.84401916,12.69837911,13.81016994,14.02462026,13.97531062
cpaD,16.09500547,15.71169386,15.82262062,15.85503878,15.9399235,16.00217772
uup,15.00035218,15.23724731,14.4603919,14.23129619,14.50934203,14.5837292
CCNA_02698,18.98720849,18.86187445,19.67352302,19.0529819,19.35655513,19.20507252
CCNA_03325,19.56236542,19.6573359,19.50088466,19.44606961,19.83520848,20.29232613
CCNA_02724,14.34415718,14.02184752,14.82227206,14.17414547,14.33608808,14.28489638
CCNA_02703,18.89270289,18.78116758,19.61129862,19.05510234,19.23997605,19.36251749
CCNA_03069,12.98281537,12.95246826,13.26337191,13.13564516,13.46582146,12.98144241
CCNA_02729,18.51237011,18.16658483,18.10190388,17.74392714,17.81252831,17.44685714
CCNA_02735,16.81077244,16.80498807,17.60364083,17.46921253,17.6042202,17.81522066
CCNA_03095,13.75373907,13.81548337,12.84427423,12.9485315,12.77530163,12.66646813
CCNA_02201,17.80706557,19.9243225,16.98915054,18.49985367,18.99084077,20.79296818
CCNA_03397,18.07864077,17.92677085,18.63828035,18.21356942,18.5936829,18.48918942
CCNA_02354,15.61508358,15.26971112,15.09807322,14.87161652,15.10570394,15.05086896
CCNA_03020,15.99309318,15.76362735,16.65116384,15.99545802,16.0406322,15.23743406
CCNA_03030,23.04785014,23.09711075,23.06772714,22.55840483,22.91990788,23.26613684
CCNA_02436,19.74113119,19.42687487,19.99203106,19.35545864,19.61311678,19.27043222
CCNA_03026,16.03032228,15.53709704,15.41986145,15.78563126,16.01739566,15.95148963
CCNA_02463,17.38017355,17.36981883,17.94157494,17.96347187,18.17601727,18.1746039
CCNA_03381,14.97064518,15.02855361,15.38157675,14.7162836,14.86877434,14.60072599
CCNA_03669,15.61904498,15.41702837,15.64213633,16.18493344,16.17356003,16.12197862
CCNA_03713,15.50528434,15.20514413,14.60368429,14.9854862,15.03548645,14.8446077
rsfS,20.10801901,19.98648649,19.73806586,20.14370208,20.32915251,20.12110851
CCNA_03213,19.37803656,19.1382618,19.88549679,19.39778325,19.58798256,19.57018925
CCNA_03572,16.82252104,16.56687163,17.39774147,16.73065588,16.94740865,16.64723355
CCNA_03597,19.18609005,18.9962859,19.46933179,19.23282843,19.37024467,19.38521784
fliX,16.2571484,16.18706205,16.33320777,15.74897899,16.30775225,16.71719444
CCNA_02679,17.94512373,17.59528662,17.61748181,17.34247405,17.34827862,17.11329451
CCNA_03647,15.96436343,15.66971554,15.34589031,15.80793345,16.07028869,15.83890845
CCNA_03665,14.26011095,14.13843181,12.77608342,13.68112858,13.76507886,13.30221051
CCNA_03670,15.94246869,15.81094812,15.90682015,15.88760142,16.04578099,16.01297365
CCNA_02689,17.19489149,16.7175961,17.14360244,17.1786454,17.36657835,17.49255737
zapA,19.5687058,19.36363002,19.52863724,19.36193949,19.54189067,20.00264473
CCNA_03287,14.80155681,14.3235474,14.4331942,14.31458324,14.71574754,14.79700284
ubiX,17.14360244,17.06318439,16.66733334,16.6219946,16.64891927,16.33395895
rcdA,15.30737872,14.69533706,15.58554942,14.28106067,14.03221796,14.59811067
CCNA_03363,18.71182827,18.58042052,18.69846051,18.54325088,18.62213764,18.71297025
CCNA_02815,15.68326879,15.37687151,15.56292807,15.04639931,15.37296706,15.3625603
CCNA_03536,14.45898327,14.44488547,15.12492905,14.57849063,14.87272297,15.04908277
CCNA_03873,19.65286247,19.56703509,19.03842606,19.22785563,19.46233851,19.12209494
coxA,18.43135069,19.11852544,17.77841086,17.79398425,18.49965906,19.36617278
CCNA_02957,18.08301179,17.85276113,18.14180779,17.85044325,18.09722972,17.98125509
CCNA_03579,18.74326976,18.32038631,18.50587357,18.62428142,18.86948541,18.44621099
CCNA_03705,22.19138338,21.94306421,22.23759744,21.76959252,21.93250602,21.95343912
CCNA_03604,18.98756935,18.52932379,18.85467971,18.42734558,18.79004298,18.77452327
CCNA_03057,15.7137087,15.66241804,16.30803678,15.82615121,16.07177658,16.19792696
CCNA_03112,17.51128939,17.2445125,15.81608366,17.04867844,17.06507949,16.85184662
CCNA_03667,19.50989869,18.34069335,19.51094184,18.47104009,18.59255193,18.47915659
CCNA_03716,17.18088041,16.71799765,17.05684936,16.81202685,16.80951694,15.52460293
CCNA_03188,15.55263908,15.61036164,16.37017654,16.57894756,16.99003747,16.87123146
hslV,18.32025408,18.26732621,17.92798624,18.21019569,18.17489643,17.90159759
CCNA_03772,14.74688167,14.52184578,15.23642535,14.58472767,14.9926286,14.96781165
CCNA_03266,16.39052166,15.67372314,16.15000506,15.90256354,16.16125,15.5024589
CCNA_03864,21.51161755,21.35143102,21.4816812,21.16490447,21.37978236,21.16300098
CCNA_03364,14.60310471,14.26824957,15.22814227,15.22569699,15.52086418,15.52964406
CCNA_03486,17.006348,16.72600523,16.83516221,16.67893019,16.88345472,16.72080536
CCNA_03595,15.78210239,15.9796708,15.57887387,15.50958946,15.99096815,15.80471085
CCNA_03683,17.8287935,17.30099597,17.73039053,18.06350041,18.38894222,18.28292552
CCNA_03688,16.21646169,15.86990706,15.96047714,15.77501864,15.98790793,15.74829769
CCNA_03717,20.27503325,20.06815372,19.62194096,19.74220087,19.82834416,19.56584585
CCNA_03761,19.67714152,19.57557248,19.11370148,19.13001243,19.16115649,18.98381751
CCNA_03773,16.84181002,17.0658158,16.88667303,15.87987038,15.96111051,15.89351485
ldtX,14.68578907,14.76373108,15.15888577,14.59269062,15.15386866,15.3185075
CCNA_03896,20.45913941,20.07090708,20.39089526,19.1360599,19.29000984,18.81603364
CCNA_03901,17.87177291,17.74445283,17.89450991,17.73019149,17.93600524,17.81177606
CCNA_03938,22.70007052,22.41317751,22.33172392,22.20735041,22.41475232,22.35759174
CCNA_03949,16.74753741,16.35107726,16.77236613,16.18941921,16.32432121,15.83964669
acpP,22.80978383,22.77164905,23.55051195,22.53992838,22.8524716,22.99660658
dut,20.6543843,20.62408504,21.32113538,20.8979252,21.08303777,21.10399208
hfq,18.65417448,18.42840925,17.91502738,18.1604919,18.01345354,17.97073504
